,Target_Salary,Target_Satisfied,LOAN_AMT,Business Title,Civil Service Title,Division/Work Unit,FormalEducation,DevType,HopeFiveYears,Age,purpose,title,dti,earliest_cr_line,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,emp_length,UndergradMajor_0,UndergradMajor_1,UndergradMajor_2,UndergradMajor_3,UndergradMajor_4,CompanySize_0,CompanySize_1,CompanySize_2,CompanySize_3,YearsCodingProf_0,YearsCodingProf_1,YearsCodingProf_2,YearsCodingProf_3,YearsCodingProf_4,YearsCodingProf_0,YearsCodingProf_1,YearsCodingProf_2,YearsCodingProf_3,YearsCodingProf_4,JobSearchStatus_0,JobSearchStatus_1,JobSearchStatus_2,LastNewJob_0,LastNewJob_1,LastNewJob_2,LastNewJob_3,AgreeDisagree1_0,AgreeDisagree1_1,AgreeDisagree1_2,AgreeDisagree1_3,AgreeDisagree1_0,AgreeDisagree1_1,AgreeDisagree1_2,AgreeDisagree1_3,term_0,term_1,loan_status_0,loan_status_1,loan_status_2,loan_status_3
24,65458.8,1,0.19753086419753085,63695.98036756231,1.0,0.4444444444444444,57805.34133826818,0.22695035460992907,0.22370617696160267,0.22202327663384064,0.219526285384171,0.2213066509711595,13.28,0.3,0.22297297297297297,186.6,0.2128982128982129,0.18944099378881987,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
25,65458.8,1,1.0,63695.98036756231,1.0,0.4444444444444444,57805.34133826818,0.20444444444444446,0.2006880733944954,0.2032967032967033,0.219526285384171,0.2213066509711595,15.22,0.5,0.21212121212121213,146.16,0.2903225806451613,0.20833333333333334,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
26,72260.0,0,0.15555555555555556,68668.0559725407,0.0,0.058823529411764705,57805.34133826818,0.16216216216216217,0.2006880733944954,0.22202327663384064,0.219526285384171,0.2213066509711595,18.83,0.4,0.2,3577.5,0.125,0.20833333333333334,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
27,72260.0,0,0.17333333333333334,68668.0559725407,0.0,0.058823529411764705,58530.07004632452,0.125,0.2006880733944954,0.22202327663384064,0.219526285384171,0.2213066509711595,23.35,0.15384615384615385,0.16666666666666666,15481.3,0.18181818181818182,0.18944099378881987,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
28,40055.0,0,0.0,58904.13979385607,0.0,0.16666666666666666,58530.07004632452,0.0,0.21975806451612903,0.20021762785636563,0.15877437325905291,0.16165951359084407,26.59,0.2,0.22916666666666666,17.88,0.125,0.2708333333333333,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
29,81290.0,0,0.21674876847290642,75269.51493756965,0.0,0.4,58530.07004632452,0.16666666666666666,0.21975806451612903,0.2032967032967033,0.2375,0.23717948717948717,15.34,0.05263157894736842,0.22297297297297297,455.59,0.22289156626506024,0.20833333333333334,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
30,81290.0,0,0.17333333333333334,75269.51493756965,0.0,0.4,60416.3413122257,0.21428571428571427,0.21975806451612903,0.22202327663384064,0.30303030303030304,0.30303030303030304,18.96,0.3333333333333333,0.2641509433962264,565.09,0.2128982128982129,0.21344902386117137,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
31,53373.0,0,0.0,56012.947054886725,0.058823529411764705,0.0,57805.34133826818,0.25,0.22370617696160267,0.22202327663384064,0.219526285384171,0.125,20.84,0.2,0.16666666666666666,701.01,0.16981132075471697,0.21344902386117137,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1
32,59536.0,0,0.2721518987341772,59366.066618052515,0.2,0.0,58530.07004632452,0.0,0.21975806451612903,0.20665083135391923,0.219526285384171,0.2213066509711595,24.04,0.4166666666666667,0.21212121212121213,7884.96,0.2222222222222222,0.21344902386117137,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
33,59536.0,0,0.21052631578947367,59366.066618052515,0.2,0.0,58530.07004632452,0.20444444444444446,0.21975806451612903,0.22202327663384064,0.219526285384171,0.2213066509711595,34.53,0.21052631578947367,0.1206896551724138,581.58,0.2128982128982129,0.21344902386117137,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1
34,43118.0,0,0.2857142857142857,58904.13979385607,0.0,0.0,57805.34133826818,0.2,0.19616204690831557,0.2032967032967033,0.219526285384171,0.2213066509711595,34.29,0.125,0.21830985915492956,381.23,0.13157894736842105,0.21344902386117137,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
35,198518.0,1,0.3,160970.04999320785,0.18,0.1935483870967742,58530.07004632452,1.0,0.2549800796812749,0.22202327663384064,0.15877437325905291,0.16165951359084407,13.06,0.4117647058823529,0.21153846153846154,425.19,0.2128982128982129,0.21344902386117137,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
36,198518.0,0,0.18867924528301888,160970.04999320785,0.18,0.1935483870967742,57805.34133826818,0.25,0.22370617696160267,0.22202327663384064,0.15877437325905291,0.16165951359084407,14.47,0.23076923076923078,0.2,12548.3,0.2128982128982129,0.18944099378881987,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
37,32.11,0,0.0,15865.237371696352,0.0,0.0,58530.07004632452,0.0,0.2006880733944954,0.22202327663384064,0.18120805369127516,0.18439716312056736,6.79,0.2631578947368421,0.18518518518518517,25897.53,0.18181818181818182,0.18944099378881987,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
38,32.11,0,0.23333333333333334,15865.237371696352,0.0,0.0,60416.3413122257,0.0,0.2006880733944954,0.20021762785636563,0.2375,0.23717948717948717,8.47,0.14285714285714285,0.2328767123287671,3755.5,0.25806451612903225,0.18944099378881987,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
39,41452.0,0,0.15555555555555556,58904.13979385607,0.16666666666666666,0.3333333333333333,57805.34133826818,0.125,0.2006880733944954,0.1935483870967742,0.15877437325905291,0.16165951359084407,12.45,0.0,0.16346153846153846,1407.7,0.22784810126582278,0.18944099378881987,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
40,33799.0,0,0.15555555555555556,58904.13979385607,0.2318840579710145,0.25,61703.59531396649,0.0,0.19616204690831557,0.20021762785636563,0.4117647058823529,0.4117647058823529,22.21,0.23529411764705882,0.1875,2815.6,0.2128982128982129,0.2,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
41,18.8112,0,0.18617021276595744,58904.13979385607,0.16666666666666666,0.0,60416.3413122257,0.3157894736842105,0.2006880733944954,0.2032967032967033,0.15877437325905291,0.16165951359084407,35.7,0.21428571428571427,0.2028985507246377,253.78,0.08823529411764706,0.2,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1
42,28965.0,1,0.17333333333333334,37016.874810754634,0.2638888888888889,0.5,60416.3413122257,0.20444444444444446,0.19616204690831557,0.2032967032967033,0.219526285384171,0.2213066509711595,17.74,0.2,0.21830985915492956,372.21,0.2128982128982129,0.18944099378881987,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0
43,28965.0,0,0.15555555555555556,37016.874810754634,0.2638888888888889,0.5,58530.07004632452,0.1111111111111111,0.21975806451612903,0.22202327663384064,0.219526285384171,0.2213066509711595,23.45,0.0,0.125,13580.93,0.2128982128982129,0.18944099378881987,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
44,64000.0,0,0.0,56012.947054886725,0.058823529411764705,0.0,58530.07004632452,0.23684210526315788,0.2006880733944954,0.20665083135391923,0.15877437325905291,0.16165951359084407,7.28,0.2631578947368421,0.328125,2.08,0.2191780821917808,0.18,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
45,51907.68,0,0.18867924528301888,27529.672736395103,0.16666666666666666,0.25,57805.34133826818,0.2571428571428571,0.22370617696160267,0.22202327663384064,0.219526285384171,0.2213066509711595,12.14,0.09523809523809523,0.2318840579710145,17274.03,0.2128982128982129,0.18944099378881987,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
46,51907.68,0,0.23333333333333334,27529.672736395103,0.16666666666666666,0.25,57805.34133826818,0.125,0.21975806451612903,0.22202327663384064,0.219526285384171,0.125,17.35,0.25,0.10256410256410256,2602.09,0.08823529411764706,0.18,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
47,89383.0,0,0.0,81185.97201442227,0.0,0.125,57805.34133826818,0.0,0.19616204690831557,0.2032967032967033,0.15877437325905291,0.16165951359084407,5.18,0.07692307692307693,0.22388059701492538,4768.52,0.21052631578947367,0.21344902386117137,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
48,89383.0,0,0.0,81185.97201442227,0.0,0.125,58530.07004632452,0.0,0.22370617696160267,0.20665083135391923,0.219526285384171,0.2213066509711595,21.44,0.13333333333333333,0.2109375,392.23,0.2128982128982129,0.2,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
49,32888.0,1,0.3,58904.13979385607,0.2638888888888889,0.25,61481.01478260869,0.3333333333333333,0.21975806451612903,0.22202327663384064,0.18120805369127516,0.18439716312056736,17.6,0.3333333333333333,0.2641509433962264,266.79,0.25806451612903225,0.16,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
50,62260.0,0,0.15151515151515152,58904.13979385607,0.2,0.25,57805.34133826818,0.391304347826087,0.19616204690831557,0.20021762785636563,0.15877437325905291,0.16165951359084407,21.34,0.2222222222222222,0.22297297297297297,350.59,0.22784810126582278,0.18944099378881987,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
51,58675.0,1,0.6666666666666666,58736.625181852076,0.5,0.5,58530.07004632452,0.125,0.2549800796812749,0.2032967032967033,0.219526285384171,0.2213066509711595,24.71,0.25,0.2109375,596.21,0.2128982128982129,0.20408163265306123,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
52,58675.0,0,0.0,58736.625181852076,0.5,0.5,57805.34133826818,0.20444444444444446,0.22370617696160267,0.20021762785636563,0.15877437325905291,0.16165951359084407,29.13,0.09090909090909091,0.21830985915492956,386.74,0.2128982128982129,0.18944099378881987,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0
53,48900.0,0,0.0,51590.527575743785,0.0,0.0,60416.3413122257,0.0,0.18902439024390244,0.2032967032967033,0.219526285384171,0.2213066509711595,18.01,0.0,0.21830985915492956,640.5,0.2128982128982129,0.18944099378881987,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
54,48900.0,0,0.18617021276595744,51590.527575743785,0.0,0.0,58530.07004632452,0.3157894736842105,0.22370617696160267,0.20021762785636563,0.4117647058823529,0.4117647058823529,9.44,0.21428571428571427,0.125,6961.97,0.22784810126582278,0.2708333333333333,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
55,58675.0,0,0.1782178217821782,58904.13979385607,0.22807017543859648,0.16666666666666666,61703.59531396649,0.4,0.2006880733944954,0.20665083135391923,0.2375,0.23717948717948717,10.24,0.0,0.21830985915492956,507.58,0.2128982128982129,0.20408163265306123,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0
56,55556.0,0,0.15942028985507245,59223.54980163999,0.29411764705882354,0.16666666666666666,60416.3413122257,0.125,0.2549800796812749,0.20021762785636563,0.219526285384171,0.2213066509711595,31.88,0.05,0.21153846153846154,16687.04,0.2128982128982129,0.18944099378881987,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
57,55556.0,0,0.19117647058823528,59223.54980163999,0.29411764705882354,0.16666666666666666,58530.07004632452,0.0,0.22370617696160267,0.20665083135391923,0.2375,0.23717948717948717,6.46,0.5,0.16346153846153846,17952.27,0.2128982128982129,0.18944099378881987,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
58,66000.0,0,0.23333333333333334,64091.629270316866,0.3333333333333333,0.0,57805.34133826818,0.0,0.2006880733944954,0.22202327663384064,0.219526285384171,0.2213066509711595,19.25,0.4,0.18518518518518517,6206.89,0.2128982128982129,0.20833333333333334,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
59,66000.0,0,0.18617021276595744,64091.629270316866,0.3333333333333333,0.0,57805.34133826818,0.0,0.19616204690831557,0.20021762785636563,0.15877437325905291,0.16165951359084407,10.81,0.3333333333333333,0.22297297297297297,312.89,0.2128982128982129,0.20833333333333334,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
60,48895.0,0,0.17333333333333334,51586.87228285063,0.2087912087912088,0.0,58530.07004632452,0.0,0.13333333333333333,0.20665083135391923,0.15877437325905291,0.16165951359084407,9.6,0.15384615384615385,0.23943661971830985,367.67,0.13636363636363635,0.18944099378881987,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1
61,48895.0,0,0.0,51586.87228285063,0.2087912087912088,0.0,58530.07004632452,0.0,0.2549800796812749,0.22202327663384064,0.15877437325905291,0.16165951359084407,17.76,0.21428571428571427,0.10256410256410256,7662.31,0.125,0.2708333333333333,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
62,87203.0,0,0.0,79592.26431300887,0.25,0.125,57805.34133826818,0.0,0.2006880733944954,0.22202327663384064,0.219526285384171,0.2213066509711595,18.0,0.15789473684210525,0.1875,12764.01,0.25806451612903225,0.20833333333333334,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
